Time (s)    Heave_Spectrum (m)    Heave_Eta (m)    Difference (m)
    30.570         -1.99609152       -1.99609152        2.2204e-16
    30.585         -2.00070372       -2.00070372        4.4409e-16
    30.600         -2.00529938       -2.00529938        4.4409e-16
    30.615         -2.00987527       -2.00987527        4.4409e-16
    30.630         -2.01442819       -2.01442819        4.4409e-16
    30.645         -2.01895491       -2.01895491        4.4409e-16
    30.660         -2.02345224       -2.02345224        4.4409e-16
    30.675         -2.02791698       -2.02791698        4.4409e-16
    30.690         -2.03234595       -2.03234595        4.4409e-16
    30.705         -2.03673598       -2.03673598        4.4409e-16
    30.720         -2.04108392       -2.04108392        0.0000e+00
    30.735         -2.04538663       -2.04538663        0.0000e+00
    30.750         -2.04964098       -2.04964098        0.0000e+00
    30.765         -2.05384386       -2.05384386        0.0000e+00
    30.780         -2.05799220       -2.05799220        0.0000e+00
    30.795         -2.06208293       -2.06208293        0.0000e+00
    30.810         -2.06611302       -2.06611302        0.0000e+00
    30.825         -2.07007944       -2.07007944        0.0000e+00
    30.840         -2.07397920       -2.07397920        0.0000e+00
    30.855         -2.07780936       -2.07780936        0.0000e+00
    30.870         -2.08156697       -2.08156697        0.0000e+00
    30.885         -2.08524913       -2.08524913        0.0000e+00
    30.900         -2.08885297       -2.08885297        0.0000e+00
    30.915         -2.09237566       -2.09237566        0.0000e+00
    30.930         -2.09581440       -2.09581440        0.0000e+00
    30.945         -2.09916641       -2.09916641        0.0000e+00
    30.960         -2.10242898       -2.10242898        0.0000e+00
    30.975         -2.10559941       -2.10559941        0.0000e+00
    30.990         -2.10867506       -2.10867506        0.0000e+00
    31.005         -2.11165331       -2.11165331       -4.4409e-16
    31.020         -2.11453161       -2.11453161       -4.4409e-16
    31.035         -2.11730743       -2.11730743       -4.4409e-16
    31.050         -2.11997830       -2.11997830       -4.4409e-16
    31.065         -2.12254179       -2.12254179       -4.4409e-16
    31.080         -2.12499553       -2.12499553       -4.4409e-16
    31.095         -2.12733717       -2.12733717       -4.4409e-16
    31.110         -2.12956445       -2.12956445       -4.4409e-16
    31.125         -2.13167513       -2.13167513       -4.4409e-16
    31.140         -2.13366703       -2.13366703       -4.4409e-16
    31.155         -2.13553804       -2.13553804       -4.4409e-16
    31.170         -2.13728608       -2.13728608       -4.4409e-16
    31.185         -2.13890914       -2.13890914       -4.4409e-16
    31.200         -2.14040527       -2.14040527       -4.4409e-16
    31.215         -2.14177257       -2.14177257       -4.4409e-16
    31.230         -2.14300920       -2.14300920       -4.4409e-16
    31.245         -2.14411338       -2.14411338       -4.4409e-16
    31.260         -2.14508340       -2.14508340       -4.4409e-16
    31.275         -2.14591758       -2.14591758       -4.4409e-16
    31.290         -2.14661436       -2.14661436       -4.4409e-16
    31.305         -2.14717218       -2.14717218       -4.4409e-16
    31.320         -2.14758958       -2.14758958       -4.4409e-16
    31.335         -2.14786516       -2.14786516       -4.4409e-16
    31.350         -2.14799758       -2.14799758       -4.4409e-16
    31.365         -2.14798557       -2.14798557        0.0000e+00
    31.380         -2.14782792       -2.14782792        0.0000e+00
    31.395         -2.14752351       -2.14752351        0.0000e+00
    31.410         -2.14707125       -2.14707125        0.0000e+00
    31.425         -2.14647015       -2.14647015        0.0000e+00
    31.440         -2.14571928       -2.14571928        0.0000e+00
    31.455         -2.14481777       -2.14481777        0.0000e+00
    31.470         -2.14376483       -2.14376483        0.0000e+00
    31.485         -2.14255975       -2.14255975        0.0000e+00
    31.500         -2.14120186       -2.14120186        0.0000e+00
    31.515         -2.13969060       -2.13969060        0.0000e+00
    31.530         -2.13802545       -2.13802545        0.0000e+00
    31.545         -2.13620597       -2.13620597        0.0000e+00
    31.560         -2.13423181       -2.13423181        0.0000e+00
    31.575         -2.13210267       -2.13210267        0.0000e+00
    31.590         -2.12981834       -2.12981834        0.0000e+00
    31.605         -2.12737866       -2.12737866        0.0000e+00
    31.620         -2.12478356       -2.12478356        0.0000e+00
    31.635         -2.12203305       -2.12203305        0.0000e+00
    31.650         -2.11912719       -2.11912719        0.0000e+00
    31.665         -2.11606612       -2.11606612        0.0000e+00
    31.680         -2.11285008       -2.11285008        0.0000e+00
    31.695         -2.10947934       -2.10947934        4.4409e-16
    31.710         -2.10595428       -2.10595428        4.4409e-16
    31.725         -2.10227532       -2.10227532        4.4409e-16
    31.740         -2.09844298       -2.09844298        4.4409e-16
    31.755         -2.09445784       -2.09445784        4.4409e-16
    31.770         -2.09032055       -2.09032055        4.4409e-16
    31.785         -2.08603183       -2.08603183        4.4409e-16
    31.800         -2.08159248       -2.08159248        4.4409e-16
    31.815         -2.07700337       -2.07700337        8.8818e-16
    31.830         -2.07226544       -2.07226544        8.8818e-16
    31.845         -2.06737969       -2.06737969        8.8818e-16
    31.860         -2.06234720       -2.06234720        8.8818e-16
    31.875         -2.05716913       -2.05716913        8.8818e-16
    31.890         -2.05184667       -2.05184667        8.8818e-16
    31.905         -2.04638113       -2.04638113        8.8818e-16
    31.920         -2.04077386       -2.04077386        8.8818e-16
    31.935         -2.03502626       -2.03502626        8.8818e-16
    31.950         -2.02913984       -2.02913984        8.8818e-16
    31.965         -2.02311613       -2.02311613        8.8818e-16
    31.980         -2.01695677       -2.01695677        8.8818e-16
    31.995         -2.01066343       -2.01066343        8.8818e-16
    32.010         -2.00423785       -2.00423785        8.8818e-16
    32.025         -1.99768185       -1.99768185        8.8818e-16
    32.040         -1.99099729       -1.99099729        8.8818e-16
    32.055         -1.98418611       -1.98418611        8.8818e-16
    32.070         -1.97725030       -1.97725030        8.8818e-16
    32.085         -1.97019191       -1.97019191        8.8818e-16
    32.100         -1.96301306       -1.96301306        8.8818e-16
    32.115         -1.95571590       -1.95571590        8.8818e-16
    32.130         -1.94830267       -1.94830267        8.8818e-16
    32.145         -1.94077564       -1.94077564        8.8818e-16
    32.160         -1.93313715       -1.93313715        8.8818e-16
    32.175         -1.92538958       -1.92538958        8.8818e-16
    32.190         -1.91753538       -1.91753538        8.8818e-16
    32.205         -1.90957704       -1.90957704        8.8818e-16
    32.220         -1.90151710       -1.90151710        8.8818e-16
    32.235         -1.89335815       -1.89335815        8.8818e-16
    32.250         -1.88510282       -1.88510282        8.8818e-16
    32.265         -1.87675382       -1.87675382        8.8818e-16
    32.280         -1.86831385       -1.86831385        8.8818e-16
    32.295         -1.85978571       -1.85978571        8.8818e-16
    32.310         -1.85117220       -1.85117220        8.8818e-16
    32.325         -1.84247619       -1.84247619        8.8818e-16
    32.340         -1.83370057       -1.83370057        8.8818e-16
    32.355         -1.82484829       -1.82484829        8.8818e-16
    32.370         -1.81592232       -1.81592232        8.8818e-16
    32.385         -1.80692567       -1.80692567        8.8818e-16
    32.400         -1.79786139       -1.79786139        8.8818e-16
    32.415         -1.78873256       -1.78873256        8.8818e-16
    32.430         -1.77954230       -1.77954230        8.8818e-16
    32.445         -1.77029374       -1.77029374        8.8818e-16
    32.460         -1.76099007       -1.76099007        8.8818e-16
    32.475         -1.75163448       -1.75163448        8.8818e-16
    32.490         -1.74223021       -1.74223021        8.8818e-16
    32.505         -1.73278050       -1.73278050        8.8818e-16
    32.520         -1.72328864       -1.72328864        8.8818e-16
    32.535         -1.71375792       -1.71375792        8.8818e-16
    32.550         -1.70419166       -1.70419166        8.8818e-16
    32.565         -1.69459320       -1.69459320        8.8818e-16
    32.580         -1.68496591       -1.68496591        8.8818e-16
    32.595         -1.67531315       -1.67531315        8.8818e-16
    32.610         -1.66563831       -1.66563831        8.8818e-16
    32.625         -1.65594480       -1.65594480        8.8818e-16
    32.640         -1.64623602       -1.64623602        8.8818e-16
    32.655         -1.63651541       -1.63651541        8.8818e-16
    32.670         -1.62678640       -1.62678640        8.8818e-16
    32.685         -1.61705242       -1.61705242        8.8818e-16
    32.700         -1.60731694       -1.60731694        8.8818e-16
    32.715         -1.59758338       -1.59758338        8.8818e-16
    32.730         -1.58785522       -1.58785522        8.8818e-16
    32.745         -1.57813591       -1.57813591        6.6613e-16
    32.760         -1.56842891       -1.56842891        6.6613e-16
    32.775         -1.55873766       -1.55873766        6.6613e-16
    32.790         -1.54906562       -1.54906562        6.6613e-16
    32.805         -1.53941625       -1.53941625        6.6613e-16
    32.820         -1.52979297       -1.52979297        6.6613e-16
    32.835         -1.52019923       -1.52019923        6.6613e-16
    32.850         -1.51063845       -1.51063845        6.6613e-16
    32.865         -1.50111405       -1.50111405        6.6613e-16
    32.880         -1.49162943       -1.49162943        6.6613e-16
    32.895         -1.48218799       -1.48218799        6.6613e-16
    32.910         -1.47279310       -1.47279310        6.6613e-16
    32.925         -1.46344811       -1.46344811        6.6613e-16
    32.940         -1.45415639       -1.45415639        6.6613e-16
    32.955         -1.44492124       -1.44492124        6.6613e-16
    32.970         -1.43574599       -1.43574599        6.6613e-16
    32.985         -1.42663390       -1.42663390        6.6613e-16
    33.000         -1.41758825       -1.41758825        6.6613e-16
    33.015         -1.40861227       -1.40861227        6.6613e-16
    33.030         -1.39970917       -1.39970917        6.6613e-16
    33.045         -1.39088215       -1.39088215        6.6613e-16
    33.060         -1.38213435       -1.38213435        6.6613e-16
    33.075         -1.37346891       -1.37346891        6.6613e-16
    33.090         -1.36488893       -1.36488893        6.6613e-16
    33.105         -1.35639747       -1.35639747        6.6613e-16
    33.120         -1.34799758       -1.34799758        6.6613e-16
    33.135         -1.33969224       -1.33969224        6.6613e-16
    33.150         -1.33148443       -1.33148443        6.6613e-16
    33.165         -1.32337707       -1.32337707        6.6613e-16
    33.180         -1.31537306       -1.31537306        6.6613e-16
    33.195         -1.30747525       -1.30747525        6.6613e-16
    33.210         -1.29968646       -1.29968646        6.6613e-16
    33.225         -1.29200945       -1.29200945        4.4409e-16
    33.240         -1.28444696       -1.28444696        4.4409e-16
    33.255         -1.27700168       -1.27700168        4.4409e-16
    33.270         -1.26967625       -1.26967625        4.4409e-16
    33.285         -1.26247326       -1.26247326        4.4409e-16
    33.300         -1.25539529       -1.25539529        4.4409e-16
    33.315         -1.24844482       -1.24844482        4.4409e-16
    33.330         -1.24162432       -1.24162432        4.4409e-16
    33.345         -1.23493621       -1.23493621        4.4409e-16
    33.360         -1.22838283       -1.22838283        4.4409e-16
    33.375         -1.22196652       -1.22196652        4.4409e-16
    33.390         -1.21568951       -1.21568951        4.4409e-16
    33.405         -1.20955403       -1.20955403        4.4409e-16
    33.420         -1.20356222       -1.20356222        4.4409e-16
    33.435         -1.19771619       -1.19771619        4.4409e-16
    33.450         -1.19201799       -1.19201799        4.4409e-16
    33.465         -1.18646961       -1.18646961        4.4409e-16
    33.480         -1.18107299       -1.18107299        4.4409e-16
    33.495         -1.17583000       -1.17583000        4.4409e-16
    33.510         -1.17074248       -1.17074248        4.4409e-16
    33.525         -1.16581218       -1.16581218        4.4409e-16
    33.540         -1.16104083       -1.16104083        4.4409e-16
    33.555         -1.15643006       -1.15643006        4.4409e-16
    33.570         -1.15198148       -1.15198148        4.4409e-16
    33.585         -1.14769661       -1.14769661        4.4409e-16
    33.600         -1.14357693       -1.14357693        4.4409e-16
    33.615         -1.13962385       -1.13962385        4.4409e-16
    33.630         -1.13583872       -1.13583872        4.4409e-16
    33.645         -1.13222283       -1.13222283        4.4409e-16
    33.660         -1.12877741       -1.12877741        4.4409e-16
    33.675         -1.12550364       -1.12550364        4.4409e-16
    33.690         -1.12240261       -1.12240261        2.2204e-16
    33.705         -1.11947537       -1.11947537        0.0000e+00
    33.720         -1.11672291       -1.11672291        0.0000e+00
    33.735         -1.11414614       -1.11414614        0.0000e+00
    33.750         -1.11174592       -1.11174592        0.0000e+00
    33.765         -1.10952305       -1.10952305        0.0000e+00
    33.780         -1.10747825       -1.10747825        0.0000e+00
    33.795         -1.10561220       -1.10561220        0.0000e+00
    33.810         -1.10392549       -1.10392549        0.0000e+00
    33.825         -1.10241869       -1.10241869        0.0000e+00
    33.840         -1.10109226       -1.10109226        0.0000e+00
    33.855         -1.09994662       -1.09994662       -2.2204e-16
    33.870         -1.09898213       -1.09898213       -2.2204e-16
    33.885         -1.09819908       -1.09819908       -2.2204e-16
    33.900         -1.09759770       -1.09759770       -2.2204e-16
    33.915         -1.09717816       -1.09717816       -2.2204e-16
    33.930         -1.09694056       -1.09694056       -2.2204e-16
    33.945         -1.09688495       -1.09688495       -2.2204e-16
    33.960         -1.09701132       -1.09701132       -2.2204e-16
    33.975         -1.09731957       -1.09731957       -2.2204e-16
    33.990         -1.09780959       -1.09780959       -4.4409e-16
    34.005         -1.09848115       -1.09848115       -4.4409e-16
    34.020         -1.09933401       -1.09933401       -4.4409e-16
    34.035         -1.10036784       -1.10036784       -4.4409e-16
    34.050         -1.10158227       -1.10158227       -4.4409e-16
    34.065         -1.10297685       -1.10297685       -4.4409e-16
    34.080         -1.10455110       -1.10455110       -4.4409e-16
    34.095         -1.10630444       -1.10630444       -4.4409e-16
    34.110         -1.10823628       -1.10823628       -4.4409e-16
    34.125         -1.11034593       -1.11034593       -4.4409e-16
    34.140         -1.11263269       -1.11263269       -4.4409e-16
    34.155         -1.11509576       -1.11509576       -4.4409e-16
    34.170         -1.11773430       -1.11773430       -4.4409e-16
    34.185         -1.12054743       -1.12054743       -4.4409e-16
    34.200         -1.12353419       -1.12353419       -4.4409e-16
    34.215         -1.12669360       -1.12669360       -4.4409e-16
    34.230         -1.13002459       -1.13002459       -4.4409e-16
    34.245         -1.13352607       -1.13352607       -4.4409e-16
    34.260         -1.13719687       -1.13719687       -4.4409e-16
    34.275         -1.14103579       -1.14103579       -4.4409e-16
    34.290         -1.14504158       -1.14504158       -4.4409e-16
    34.305         -1.14921293       -1.14921293       -4.4409e-16
    34.320         -1.15354849       -1.15354849       -4.4409e-16
    34.335         -1.15804684       -1.15804684       -4.4409e-16
    34.350         -1.16270656       -1.16270656       -4.4409e-16
    34.365         -1.16752614       -1.16752614       -4.4409e-16
    34.380         -1.17250405       -1.17250405       -4.4409e-16
    34.395         -1.17763869       -1.17763869       -4.4409e-16
    34.410         -1.18292845       -1.18292845       -4.4409e-16
    34.425         -1.18837166       -1.18837166       -4.4409e-16
    34.440         -1.19396660       -1.19396660       -4.4409e-16
    34.455         -1.19971152       -1.19971152       -4.4409e-16
    34.470         -1.20560463       -1.20560463       -4.4409e-16
    34.485         -1.21164411       -1.21164411       -4.4409e-16
    34.500         -1.21782807       -1.21782807       -4.4409e-16
    34.515         -1.22415463       -1.22415463       -4.4409e-16
    34.530         -1.23062182       -1.23062182       -4.4409e-16
    34.545         -1.23722769       -1.23722769       -4.4409e-16
    34.560         -1.24397021       -1.24397021       -4.4409e-16
    34.575         -1.25084734       -1.25084734       -4.4409e-16
    34.590         -1.25785701       -1.25785701       -4.4409e-16
    34.605         -1.26499710       -1.26499710       -4.4409e-16
    34.620         -1.27226547       -1.27226547       -4.4409e-16
    34.635         -1.27965997       -1.27965997       -4.4409e-16
    34.650         -1.28717838       -1.28717838       -4.4409e-16
    34.665         -1.29481849       -1.29481849       -4.4409e-16
    34.680         -1.30257805       -1.30257805       -4.4409e-16
    34.695         -1.31045477       -1.31045477       -4.4409e-16
    34.710         -1.31844637       -1.31844637       -4.4409e-16
    34.725         -1.32655050       -1.32655050       -4.4409e-16
    34.740         -1.33476484       -1.33476484       -4.4409e-16
    34.755         -1.34308700       -1.34308700       -4.4409e-16
    34.770         -1.35151461       -1.35151461       -4.4409e-16
    34.785         -1.36004524       -1.36004524       -4.4409e-16
    34.800         -1.36867648       -1.36867648       -4.4409e-16
    34.815         -1.37740589       -1.37740589       -4.4409e-16
    34.830         -1.38623099       -1.38623099       -4.4409e-16
    34.845         -1.39514932       -1.39514932       -4.4409e-16
    34.860         -1.40415838       -1.40415838       -4.4409e-16
    34.875         -1.41325567       -1.41325567       -4.4409e-16
    34.890         -1.42243868       -1.42243868       -4.4409e-16
    34.905         -1.43170487       -1.43170487       -4.4409e-16
    34.920         -1.44105171       -1.44105171       -4.4409e-16
    34.935         -1.45047666       -1.45047666       -4.4409e-16
    34.950         -1.45997714       -1.45997714       -4.4409e-16
    34.965         -1.46955061       -1.46955061       -4.4409e-16
    34.980         -1.47919449       -1.47919449       -4.4409e-16
    34.995         -1.48890621       -1.48890621       -4.4409e-16
    35.010         -1.49868318       -1.49868318       -4.4409e-16
    35.025         -1.50852282       -1.50852282       -4.4409e-16
    35.040         -1.51842254       -1.51842254       -4.4409e-16
    35.055         -1.52837976       -1.52837976       -4.4409e-16
    35.070         -1.53839190       -1.53839190       -4.4409e-16
    35.085         -1.54845634       -1.54845634       -4.4409e-16
    35.100         -1.55857052       -1.55857052       -4.4409e-16
    35.115         -1.56873185       -1.56873185       -4.4409e-16
    35.130         -1.57893774       -1.57893774       -4.4409e-16
    35.145         -1.58918561       -1.58918561       -4.4409e-16
    35.160         -1.59947289       -1.59947289       -4.4409e-16
    35.175         -1.60979701       -1.60979701       -4.4409e-16
    35.190         -1.62015541       -1.62015541       -4.4409e-16
    35.205         -1.63054553       -1.63054553       -4.4409e-16
    35.220         -1.64096483       -1.64096483       -4.4409e-16
    35.235         -1.65141077       -1.65141077       -4.4409e-16
    35.250         -1.66188082       -1.66188082       -4.4409e-16
    35.265         -1.67237246       -1.67237246       -4.4409e-16
    35.280         -1.68288320       -1.68288320       -2.2204e-16
    35.295         -1.69341053       -1.69341053       -2.2204e-16
    35.310         -1.70395197       -1.70395197       -2.2204e-16
    35.325         -1.71450507       -1.71450507       -2.2204e-16
    35.340         -1.72506736       -1.72506736       -2.2204e-16
    35.355         -1.73563641       -1.73563641       -2.2204e-16
    35.370         -1.74620981       -1.74620981       -2.2204e-16
    35.385         -1.75678515       -1.75678515       -2.2204e-16
    35.400         -1.76736004       -1.76736004       -2.2204e-16
    35.415         -1.77793212       -1.77793212       -2.2204e-16
    35.430         -1.78849904       -1.78849904       -2.2204e-16
    35.445         -1.79905847       -1.79905847       -2.2204e-16
    35.460         -1.80960811       -1.80960811       -2.2204e-16
    35.475         -1.82014566       -1.82014566       -2.2204e-16
    35.490         -1.83066887       -1.83066887       -2.2204e-16
    35.505         -1.84117549       -1.84117549       -2.2204e-16
    35.520         -1.85166330       -1.85166330       -2.2204e-16
    35.535         -1.86213011       -1.86213011       -2.2204e-16
    35.550         -1.87257374       -1.87257374        0.0000e+00
    35.565         -1.88299205       -1.88299205        2.2204e-16
    35.580         -1.89338291       -1.89338291        2.2204e-16
    35.595         -1.90374424       -1.90374424        2.2204e-16
    35.610         -1.91407396       -1.91407396        2.2204e-16
    35.625         -1.92437003       -1.92437003        2.2204e-16
    35.640         -1.93463043       -1.93463043        2.2204e-16
    35.655         -1.94485318       -1.94485318        2.2204e-16
    35.670         -1.95503632       -1.95503632        2.2204e-16
    35.685         -1.96517792       -1.96517792        2.2204e-16
    35.700         -1.97527609       -1.97527609        2.2204e-16
    35.715         -1.98532894       -1.98532894        2.2204e-16
    35.730         -1.99533464       -1.99533464        2.2204e-16
    35.745         -2.00529139       -2.00529139        4.4409e-16
    35.760         -2.01519740       -2.01519740        4.4409e-16
    35.775         -2.02505092       -2.02505092        4.4409e-16
    35.790         -2.03485025       -2.03485025        4.4409e-16
    35.805         -2.04459369       -2.04459369        4.4409e-16
    35.820         -2.05427961       -2.05427961        4.4409e-16
    35.835         -2.06390638       -2.06390638        4.4409e-16
    35.850         -2.07347241       -2.07347241        4.4409e-16
    35.865         -2.08297616       -2.08297616        4.4409e-16
    35.880         -2.09241610       -2.09241610        4.4409e-16
    35.895         -2.10179077       -2.10179077        4.4409e-16
    35.910         -2.11109870       -2.11109870        4.4409e-16
    35.925         -2.12033848       -2.12033848        4.4409e-16
    35.940         -2.12950873       -2.12950873        4.4409e-16
    35.955         -2.13860811       -2.13860811        4.4409e-16
    35.970         -2.14763531       -2.14763531        4.4409e-16
    35.985         -2.15658905       -2.15658905        4.4409e-16
    36.000         -2.16546810       -2.16546810        4.4409e-16
    36.015         -2.17427125       -2.17427125        4.4409e-16
    36.030         -2.18299733       -2.18299733        4.4409e-16
    36.045         -2.19164521       -2.19164521        4.4409e-16
    36.060         -2.20021379       -2.20021379        4.4409e-16
    36.075         -2.20870203       -2.20870203        4.4409e-16
    36.090         -2.21710889       -2.21710889        4.4409e-16
    36.105         -2.22543338       -2.22543338        4.4409e-16
    36.120         -2.23367455       -2.23367455        4.4409e-16
    36.135         -2.24183150       -2.24183150        4.4409e-16
    36.150         -2.24990334       -2.24990334        4.4409e-16
    36.165         -2.25788923       -2.25788923        4.4409e-16
    36.180         -2.26578837       -2.26578837        4.4409e-16
    36.195         -2.27359998       -2.27359998        4.4409e-16
    36.210         -2.28132334       -2.28132334        4.4409e-16
    36.225         -2.28895774       -2.28895774        8.8818e-16
    36.240         -2.29650253       -2.29650253        8.8818e-16
    36.255         -2.30395709       -2.30395709        8.8818e-16
    36.270         -2.31132083       -2.31132083        8.8818e-16
    36.285         -2.31859319       -2.31859319        8.8818e-16
    36.300         -2.32577367       -2.32577367        8.8818e-16
    36.315         -2.33286178       -2.33286178        8.8818e-16
    36.330         -2.33985708       -2.33985708        8.8818e-16
    36.345         -2.34675916       -2.34675916        8.8818e-16
    36.360         -2.35356765       -2.35356765        8.8818e-16
    36.375         -2.36028221       -2.36028221        8.8818e-16
    36.390         -2.36690254       -2.36690254        8.8818e-16
    36.405         -2.37342838       -2.37342838        8.8818e-16
    36.420         -2.37985949       -2.37985949        8.8818e-16
    36.435         -2.38619567       -2.38619567        8.8818e-16
    36.450         -2.39243677       -2.39243677        8.8818e-16
    36.465         -2.39858266       -2.39858266        8.8818e-16
    36.480         -2.40463323       -2.40463323        8.8818e-16
    36.495         -2.41058843       -2.41058843        8.8818e-16
    36.510         -2.41644824       -2.41644824        8.8818e-16
    36.525         -2.42221265       -2.42221265        8.8818e-16
    36.540         -2.42788171       -2.42788171        8.8818e-16
    36.555         -2.43345549       -2.43345549        8.8818e-16
    36.570         -2.43893409       -2.43893409        8.8818e-16
    36.585         -2.44431764       -2.44431764        8.8818e-16
    36.600         -2.44960633       -2.44960633        8.8818e-16
    36.615         -2.45480034       -2.45480034        8.8818e-16
    36.630         -2.45989990       -2.45989990        8.8818e-16
    36.645         -2.46490528       -2.46490528        8.8818e-16
    36.660         -2.46981676       -2.46981676        8.8818e-16
    36.675         -2.47463468       -2.47463468        8.8818e-16
    36.690         -2.47935937       -2.47935937        8.8818e-16
    36.705         -2.48399123       -2.48399123        8.8818e-16
    36.720         -2.48853065       -2.48853065        8.8818e-16
    36.735         -2.49297808       -2.49297808        8.8818e-16
    36.750         -2.49733398       -2.49733398        8.8818e-16
    36.765         -2.50159885       -2.50159885        8.8818e-16
    36.780         -2.50577321       -2.50577321        8.8818e-16
    36.795         -2.50985760       -2.50985760        8.8818e-16
    36.810         -2.51385260       -2.51385260        8.8818e-16
    36.825         -2.51775881       -2.51775881        8.8818e-16
    36.840         -2.52157686       -2.52157686        8.8818e-16
    36.855         -2.52530739       -2.52530739        8.8818e-16
    36.870         -2.52895108       -2.52895108        8.8818e-16
    36.885         -2.53250863       -2.53250863        8.8818e-16
    36.900         -2.53598076       -2.53598076        8.8818e-16
    36.915         -2.53936823       -2.53936823        8.8818e-16
    36.930         -2.54267179       -2.54267179        8.8818e-16
    36.945         -2.54589224       -2.54589224        8.8818e-16
    36.960         -2.54903040       -2.54903040        8.8818e-16
    36.975         -2.55208709       -2.55208709        8.8818e-16
    36.990         -2.55506317       -2.55506317        8.8818e-16
    37.005         -2.55795952       -2.55795952        8.8818e-16
    37.020         -2.56077703       -2.56077703        8.8818e-16
    37.035         -2.56351662       -2.56351662        8.8818e-16
    37.050         -2.56617921       -2.56617921        8.8818e-16
    37.065         -2.56876575       -2.56876575        8.8818e-16
    37.080         -2.57127722       -2.57127722        8.8818e-16
    37.095         -2.57371460       -2.57371460        8.8818e-16
    37.110         -2.57607888       -2.57607888        8.8818e-16
    37.125         -2.57837108       -2.57837108        8.8818e-16
    37.140         -2.58059224       -2.58059224        8.8818e-16
    37.155         -2.58274340       -2.58274340        8.8818e-16
    37.170         -2.58482561       -2.58482561        8.8818e-16
    37.185         -2.58683996       -2.58683996        8.8818e-16
    37.200         -2.58878752       -2.58878752        8.8818e-16
    37.215         -2.59066940       -2.59066940        8.8818e-16
    37.230         -2.59248670       -2.59248670        8.8818e-16
    37.245         -2.59424055       -2.59424055        8.8818e-16
    37.260         -2.59593207       -2.59593207        8.8818e-16
    37.275         -2.59756240       -2.59756240        8.8818e-16
    37.290         -2.59913270       -2.59913270        8.8818e-16
    37.305         -2.60064411       -2.60064411        8.8818e-16
    37.320         -2.60209781       -2.60209781        8.8818e-16
    37.335         -2.60349497       -2.60349497        8.8818e-16
    37.350         -2.60483676       -2.60483676        8.8818e-16
    37.365         -2.60612437       -2.60612437        8.8818e-16
    37.380         -2.60735900       -2.60735900        8.8818e-16
    37.395         -2.60854182       -2.60854182        8.8818e-16
    37.410         -2.60967405       -2.60967405        8.8818e-16
    37.425         -2.61075688       -2.61075688        8.8818e-16
    37.440         -2.61179152       -2.61179152        8.8818e-16
    37.455         -2.61277917       -2.61277917        8.8818e-16
    37.470         -2.61372105       -2.61372105        8.8818e-16
    37.485         -2.61461835       -2.61461835        8.8818e-16
    37.500         -2.61547229       -2.61547229        8.8818e-16
    37.515         -2.61628407       -2.61628407        8.8818e-16
    37.530         -2.61705491       -2.61705491        4.4409e-16
    37.545         -2.61778599       -2.61778599        4.4409e-16
    37.560         -2.61847853       -2.61847853        4.4409e-16
    37.575         -2.61913373       -2.61913373        4.4409e-16
    37.590         -2.61975277       -2.61975277        4.4409e-16
    37.605         -2.62033685       -2.62033685        4.4409e-16
    37.620         -2.62088715       -2.62088715        4.4409e-16
    37.635         -2.62140485       -2.62140485        0.0000e+00
    37.650         -2.62189112       -2.62189112        0.0000e+00
    37.665         -2.62234714       -2.62234714        0.0000e+00
    37.680         -2.62277404       -2.62277404        0.0000e+00
    37.695         -2.62317299       -2.62317299        0.0000e+00
    37.710         -2.62354512       -2.62354512        0.0000e+00
    37.725         -2.62389157       -2.62389157        0.0000e+00
    37.740         -2.62421345       -2.62421345        0.0000e+00
    37.755         -2.62451188       -2.62451188        0.0000e+00
    37.770         -2.62478794       -2.62478794        0.0000e+00
    37.785         -2.62504274       -2.62504274        0.0000e+00
    37.800         -2.62527734       -2.62527734        0.0000e+00
    37.815         -2.62549279       -2.62549279        0.0000e+00
    37.830         -2.62569016       -2.62569016        0.0000e+00
    37.845         -2.62587047       -2.62587047       -4.4409e-16
    37.860         -2.62603473       -2.62603473       -4.4409e-16
    37.875         -2.62618396       -2.62618396       -4.4409e-16
    37.890         -2.62631913       -2.62631913       -8.8818e-16
    37.905         -2.62644121       -2.62644121       -8.8818e-16
    37.920         -2.62655117       -2.62655117       -8.8818e-16
    37.935         -2.62664992       -2.62664992       -8.8818e-16
    37.950         -2.62673840       -2.62673840       -8.8818e-16
    37.965         -2.62681750       -2.62681750       -8.8818e-16
    37.980         -2.62688810       -2.62688810       -8.8818e-16
    37.995         -2.62695105       -2.62695105       -8.8818e-16
    38.010         -2.62700721       -2.62700721       -8.8818e-16
    38.025         -2.62705738       -2.62705738       -8.8818e-16
    38.040         -2.62710237       -2.62710237       -8.8818e-16
    38.055         -2.62714296       -2.62714296       -8.8818e-16
    38.070         -2.62717990       -2.62717990       -8.8818e-16
    38.085         -2.62721393       -2.62721393       -8.8818e-16
    38.100         -2.62724575       -2.62724575       -8.8818e-16
    38.115         -2.62727607       -2.62727607       -8.8818e-16
    38.130         -2.62730553       -2.62730553       -8.8818e-16
    38.145         -2.62733479       -2.62733479       -8.8818e-16
    38.160         -2.62736447       -2.62736447       -8.8818e-16
    38.175         -2.62739515       -2.62739515       -8.8818e-16
    38.190         -2.62742740       -2.62742740       -8.8818e-16
    38.205         -2.62746178       -2.62746178       -8.8818e-16
    38.220         -2.62749880       -2.62749880       -8.8818e-16
