step,time,k_before,k_after
1663,16.63,-37.9806,-37.9806
1664,16.64,-37.6145,-37.6145
1665,16.65,-37.1731,-37.173
1666,16.66,-36.6572,-36.6572
1667,16.67,-36.068,-36.068
1668,16.68,-35.4068,-35.4068
1669,16.69,-34.6752,-34.6751
1670,16.7,-33.8746,-33.8746
1671,16.71,-33.0072,-33.0072
1672,16.72,-32.0748,-32.0748
1673,16.73,-31.0798,-31.0798
1674,16.74,-30.0245,-30.0245
1675,16.75,-28.9114,-28.9114
1676,16.76,-27.7434,-27.7434
1677,16.77,-26.5232,-26.5231
1678,16.78,-25.2538,-25.2538
1679,16.79,-23.9383,-23.9383
1680,16.8,-22.5801,-22.5801
1681,16.81,-21.1825,-21.1825
1682,16.82,-19.7489,-19.7489
1683,16.83,-18.2829,-18.2829
1684,16.84,-16.7881,-16.7881
1685,16.85,-15.2683,-15.2683
1686,16.86,-13.7273,-13.7273
1687,16.87,-12.1688,-12.1688
1688,16.88,-10.5969,-10.5969
1689,16.89,-9.01528,-9.01528
1690,16.9,-7.42804,-7.42804
1691,16.91,-5.8391,-5.8391
1692,16.92,-4.25241,-4.25241
1693,16.93,-2.67192,-2.67192
1694,16.94,-1.10155,-1.10156
1695,16.95,0.454781,0.454777
1696,16.96,1.99323,1.99323
1697,16.97,3.50999,3.50998
1698,16.98,5.0013,5.0013
1699,16.99,6.4635,6.4635
1700,17,7.89299,7.89298
1701,17.01,9.28626,9.286
1702,17.02,10.6399,10.6387
1703,17.03,11.9507,11.9477
1704,17.04,13.2153,13.2095
1705,17.05,14.4308,14.421
1706,17.06,15.5942,15.5789
1707,17.07,16.7028,16.6805
1708,17.08,17.7539,17.723
1709,17.09,18.7451,18.7037
1710,17.1,19.674,19.6204
1711,17.11,20.5385,20.4709
1712,17.12,21.3367,21.2531
1713,17.13,22.0667,21.9653
1714,17.14,22.727,22.6059
1715,17.15,23.3161,23.1735
1716,17.16,23.8328,23.667
1717,17.17,24.2761,24.0855
1718,17.18,24.6452,24.4283
1719,17.19,24.9393,24.6949
1720,17.2,25.1582,24.8851
1721,17.21,25.3015,24.9988
1722,17.22,25.3692,25.0362
1723,17.23,25.3615,24.9979
1724,17.24,25.2788,24.8843
1725,17.25,25.1216,24.6964
1726,17.26,24.8907,24.4353
1727,17.27,24.5872,24.1022
1728,17.28,24.212,23.6987
1729,17.29,23.7667,23.2265
1730,17.3,23.2527,22.6874
1731,17.31,22.6717,22.0835
1732,17.32,22.0257,21.4171
1733,17.33,21.3167,20.6907
1734,17.34,20.5469,19.9068
1735,17.35,19.7187,19.0681
1736,17.36,18.8347,18.1777
1737,17.37,17.8976,17.2385
1738,17.38,16.9101,16.2538
1739,17.39,15.8753,15.2267
1740,17.4,14.7962,14.1607
1741,17.41,13.6759,13.0593
1742,17.42,12.5179,11.9261
1743,17.43,11.3255,10.7647
1744,17.44,10.1022,9.57885
1745,17.45,8.85149,8.37225
1746,17.46,7.57705,7.14873
1747,17.47,6.28255,5.91211
1748,17.48,4.97172,4.66623
1749,17.49,3.64834,3.41493
1750,17.5,2.31619,2.16204
1751,17.51,0.979092,0.91136
1752,17.52,-0.359138,-0.333333
1753,17.53,-1.69468,-1.56831
1754,17.54,-3.02374,-2.7899
1755,17.55,-4.34253,-3.9945
1756,17.56,-5.64731,-5.17858
1757,17.57,-6.93438,-6.33869
1758,17.58,-8.2001,-7.47151
1759,17.59,-9.44088,-8.5738
1760,17.6,-10.6532,-9.64243
1761,17.61,-11.8337,-10.6744
1762,17.62,-12.9789,-11.667
1763,17.63,-14.0857,-12.6173
1764,17.64,-15.151,-13.5228
1765,17.65,-16.1717,-14.3812
1766,17.66,-17.1449,-15.1902
1767,17.67,-18.068,-15.9477
1768,17.68,-18.9382,-16.6518
1769,17.69,-19.7532,-17.3008
1770,17.7,-20.5107,-17.8932
1771,17.71,-21.2084,-18.4276
1772,17.72,-21.8445,-18.9029
1773,17.73,-22.4171,-19.3181
1774,17.74,-22.9246,-19.6724
1775,17.75,-23.3655,-19.9652
1776,17.76,-23.7385,-20.1961
1777,17.77,-24.0427,-20.365
1778,17.78,-24.277,-20.4718
1779,17.79,-24.4408,-20.5168
1780,17.8,-24.5336,-20.5002
1781,17.81,-24.5551,-20.4227
1782,17.82,-24.5051,-20.2851
1783,17.83,-24.3838,-20.0881
1784,17.84,-24.1913,-19.8329
1785,17.85,-23.9282,-19.5208
1786,17.86,-23.5952,-19.1532
1787,17.87,-23.193,-18.7317
1788,17.88,-22.7227,-18.2581
1789,17.89,-22.1855,-17.7341
1790,17.9,-21.5829,-17.1618
1791,17.91,-20.9163,-16.5433
1792,17.92,-20.1876,-15.881
1793,17.93,-19.3987,-15.1771
1794,17.94,-18.5517,-14.4342
1795,17.95,-17.6487,-13.6549
1796,17.96,-16.6922,-12.8417
1797,17.97,-15.6848,-11.9974
1798,17.98,-14.629,-11.1249
1799,17.99,-13.5277,-10.227
1800,18,-12.3838,-9.3065
1801,18.01,-11.2004,-8.36647
1802,18.02,-9.98052,-7.40983
1803,18.03,-8.72747,-6.43958
1804,18.04,-7.44455,-5.45871
1805,18.05,-6.13519,-4.47022
1806,18.06,-4.80284,-3.4771
1807,18.07,-3.45104,-2.48229
1808,18.08,-2.08337,-1.48875
1809,18.09,-0.70346,-0.499359
1810,18.1,0.685035,0.483029
1811,18.11,2.07844,1.45562
1812,18.12,3.47307,2.4157
1813,18.13,4.86523,3.3606
1814,18.14,6.25124,4.28775
1815,18.15,7.62744,5.19467
1816,18.16,8.99021,6.07896
1817,18.17,10.3359,6.93833
1818,18.18,11.6611,7.7706
1819,18.19,12.9622,8.57369
1820,18.2,14.2358,9.34566
1821,18.21,15.4785,10.0847
1822,18.22,16.6872,10.789
1823,18.23,17.8586,11.4571
1824,18.24,18.9896,12.0876
1825,18.25,20.0774,12.679
1826,18.26,21.1191,13.2304
1827,18.27,22.1119,13.7406
1828,18.28,23.0534,14.2088
1829,18.29,23.941,14.6342
1830,18.3,24.7725,15.0162
1831,18.31,25.5457,15.3545
1832,18.32,26.2586,15.6487
1833,18.33,26.9095,15.8986
1834,18.34,27.4967,16.1043
1835,18.35,28.0188,16.2659
1836,18.36,28.4743,16.3835
1837,18.37,28.8622,16.4577
1838,18.38,29.1815,16.4889
1839,18.39,29.4316,16.4779
1840,18.4,29.6118,16.4252
1841,18.41,29.7217,16.3319
1842,18.42,29.7612,16.199
1843,18.43,29.7303,16.0276
1844,18.44,29.629,15.8188
1845,18.45,29.4579,15.574
1846,18.46,29.2175,15.2946
1847,18.47,28.9085,14.9821
1848,18.48,28.5318,14.6381
1849,18.49,28.0886,14.2642
1850,18.5,27.5801,13.862
1851,18.51,27.0078,13.4334
1852,18.52,26.3734,12.9803
1853,18.53,25.6786,12.5043
1854,18.54,24.9253,12.0075
1855,18.55,24.1158,11.4918
1856,18.56,23.2522,10.9591
1857,18.57,22.3369,10.4113
1858,18.58,21.3725,9.85057
1859,18.59,20.3616,9.27877
1860,18.6,19.307,8.6979
1861,18.61,18.2117,8.10992
1862,18.62,17.0785,7.51678
1863,18.63,15.9107,6.92041
1864,18.64,14.7114,6.32271
1865,18.65,13.4839,5.72553
1866,18.66,12.2315,5.13069
1867,18.67,10.9577,4.53996
1868,18.68,9.6658,3.95507
1869,18.69,8.35942,3.37766
1870,18.7,7.04205,2.80935
1871,18.71,5.71728,2.25165
1872,18.72,4.38866,1.70605
1873,18.73,3.05979,1.17391
1874,18.74,1.73424,0.656567
1875,18.75,0.415583,0.155235
1876,18.76,-0.892653,-0.328934
1877,18.77,-2.18695,-0.794877
1878,18.78,-3.46386,-1.24162
1879,18.79,-4.71994,-1.66828
1880,18.8,-5.95186,-2.07406
1881,18.81,-7.15634,-2.45825
1882,18.82,-8.33015,-2.82025
1883,18.83,-9.47019,-3.15953
1884,18.84,-10.5734,-3.47567
1885,18.85,-11.637,-3.76833
1886,18.86,-12.658,-4.03726
1887,18.87,-13.6338,-4.2823
1888,18.88,-14.5618,-4.50339
1889,18.89,-15.4396,-4.70055
1890,18.9,-16.2649,-4.87387
1891,18.91,-17.0356,-5.02353
1892,18.92,-17.7496,-5.14981
1893,18.93,-18.4051,-5.25304
1894,18.94,-19.0005,-5.33363
1895,18.95,-19.5342,-5.39206
1896,18.96,-20.0048,-5.42888
1897,18.97,-20.4113,-5.44471
1898,18.98,-20.7525,-5.44021
1899,18.99,-21.0278,-5.41612
1900,19,-21.2363,-5.37319
1901,19.01,-21.3778,-5.31227
1902,19.02,-21.4518,-5.23421
1903,19.03,-21.4584,-5.13991
1904,19.04,-21.3975,-5.03032
1905,19.05,-21.2695,-4.9064
1906,19.06,-21.0748,-4.76914
1907,19.07,-20.814,-4.61954
1908,19.08,-20.488,-4.45864
1909,19.09,-20.0978,-4.28747
1910,19.1,-19.6444,-4.10707
1911,19.11,-19.1293,-3.91849
1912,19.12,-18.5539,-3.72277
1913,19.13,-17.9199,-3.52095
1914,19.14,-17.2291,-3.31406
1915,19.15,-16.4835,-3.1031
1916,19.16,-15.6851,-2.88908
1917,19.17,-14.8363,-2.67296
1918,19.18,-13.9394,-2.4557
1919,19.19,-12.9969,-2.23822
1920,19.2,-12.0115,-2.0214
1921,19.21,-10.9859,-1.80611
1922,19.22,-9.92304,-1.59316
1923,19.23,-8.82577,-1.38334
1924,19.24,-7.69717,-1.17738
1925,19.25,-6.54038,-0.975987
1926,19.26,-5.35859,-0.77981
1927,19.27,-4.15508,-0.589456
1928,19.28,-2.93315,-0.405484
1929,19.29,-1.69618,-0.228406
1930,19.3,-0.44757,-0.0586836
1931,19.31,0.809245,0.103271
1932,19.32,2.07081,0.257095
1933,19.33,3.33367,0.402476
1934,19.34,4.59436,0.539152
1935,19.35,5.84943,0.666908
1936,19.36,7.09543,0.785581
1937,19.37,8.32898,0.895054
1938,19.38,9.54668,0.995258
1939,19.39,10.7452,1.08617
1940,19.4,11.9213,1.16781
1941,19.41,13.0718,1.24024
1942,19.42,14.1935,1.30357
1943,19.43,15.2834,1.35794
1944,19.44,16.3385,1.40353
1945,19.45,17.356,1.44056
1946,19.46,18.333,1.46929
1947,19.47,19.267,1.48998
1948,19.48,20.1553,1.50295
1949,19.49,20.9957,1.50854
1950,19.5,21.7857,1.50709
1951,19.51,22.5234,1.499
1952,19.52,23.2066,1.48465
1953,19.53,23.8335,1.46445
1954,19.54,24.4025,1.43883
1955,19.55,24.912,1.40823
1956,19.56,25.3607,1.37307
1957,19.57,25.7472,1.33382
1958,19.58,26.0707,1.2909
1959,19.59,26.3302,1.24478
1960,19.6,26.525,1.19589
1961,19.61,26.6547,1.14468
1962,19.62,26.7188,1.09156
1963,19.63,26.7172,1.03696
1964,19.64,26.6499,0.981301
1965,19.65,26.5172,0.924961
1966,19.66,26.3193,0.868325
1967,19.67,26.0569,0.811754
1968,19.68,25.7306,0.75559
1969,19.69,25.3413,0.700155
1970,19.7,24.8901,0.64575
1971,19.71,24.3782,0.592652
1972,19.72,23.807,0.541114
1973,19.73,23.178,0.491367
1974,19.74,22.493,0.443613
1975,19.75,21.7537,0.398033
1976,19.76,20.9622,0.354779
1977,19.77,20.1206,0.313977
1978,19.78,19.2312,0.275729
1979,19.79,18.2963,0.240108
1980,19.8,17.3185,0.207165
1981,19.81,16.3004,0.176925
1982,19.82,15.2448,0.149386
1983,19.83,14.1544,0.124527
1984,19.84,13.0322,0.102301
1985,19.85,11.8811,0.0826407
1986,19.86,10.7043,0.0654578
1987,19.87,9.50497,0.0506455
1988,19.88,8.28622,0.0380788
1989,19.89,7.05134,0.0276168
1990,19.9,5.80361,0.0191035
1991,19.91,4.54638,0.0123702
1992,19.92,3.28297,0.00723668
1993,19.93,2.01676,0.00351309
1994,19.94,0.75111,0.00100188
1995,19.95,-0.510622,-0.000500455
1996,19.96,-1.76509,-0.00120147
1997,19.97,-3.00896,-0.00131093
1998,19.98,-4.23895,-0.0010389
1999,19.99,-5.45181,-0.00059387
2000,20,-6.64433,-0.000180948
